datetime,pressure,temp,pressure_atmo,temp_atmo,wl_corr,wl_final,Q_mid,Q_low,Q_high
2025-04-20T22:00:00+00:00,,-0.233,662.033,-1.64,,,,,
2025-04-20T23:00:00+00:00,,-0.233,662.325,-1.64,,,,,
2025-04-21T00:00:00+00:00,,-0.233,662.792,-1.813,,,,,
2025-04-21T01:00:00+00:00,,-0.233,662.5,-1.64,,,,,
2025-04-21T02:00:00+00:00,,-0.227,663.2,-1.21,,,,,
2025-04-21T03:00:00+00:00,,-0.233,663.667,-1.053,,,,,
2025-04-21T04:00:00+00:00,,-0.233,663.375,-1.1,,,,,
2025-04-21T05:00:00+00:00,,-0.24,664.25,-1.21,,,,,
2025-04-21T06:00:00+00:00,,-0.233,663.958,-1.047,,,,,
2025-04-21T07:00:00+00:00,,-0.24,663.958,-1.017,,,,,
2025-04-21T08:00:00+00:00,,-0.233,663.783,-0.67,,,,,
2025-04-21T09:00:00+00:00,,-0.227,663.2,0.303,,,,,
2025-04-21T10:00:00+00:00,,-0.233,663.2,0.587,,,,,
2025-04-21T11:00:00+00:00,,-0.233,663.083,1.197,,,,,
2025-04-21T12:00:00+00:00,,-0.227,663.492,0.923,,,,,
2025-04-21T13:00:00+00:00,,-0.233,663.492,0.54,,,,,
2025-04-21T14:00:00+00:00,,-0.24,663.492,0.047,,,,,
2025-04-21T15:00:00+00:00,,-0.233,664.075,-0.61,,,,,
2025-04-21T16:00:00+00:00,,-0.227,664.658,-0.86,,,,,
2025-04-21T17:00:00+00:00,,-0.233,664.658,-1.0,,,,,
2025-04-21T18:00:00+00:00,,-0.227,664.25,-1.267,,,,,
2025-04-21T19:00:00+00:00,,-0.227,663.667,-1.39,,,,,
2025-04-21T20:00:00+00:00,,-0.24,663.667,-1.553,,,,,
2025-04-21T21:00:00+00:00,,-0.233,663.375,-2.023,,,,,
2025-04-21T22:00:00+00:00,,-0.233,663.2,-1.867,,,,,
2025-04-21T23:00:00+00:00,,-0.233,663.083,-2.39,,,,,
2025-04-22T00:00:00+00:00,,-0.233,663.2,-2.507,,,,,
2025-04-22T01:00:00+00:00,,-0.233,663.667,-2.483,,,,,
2025-04-22T02:00:00+00:00,,-0.233,664.367,-2.733,,,,,
2025-04-22T03:00:00+00:00,,-0.227,663.667,-1.757,,,,,
2025-04-22T04:00:00+00:00,,-0.217,663.667,-0.78,,,,,
2025-04-22T05:00:00+00:00,,-0.217,663.375,-0.147,,,,,
2025-04-22T06:00:00+00:00,,-0.233,662.792,0.743,,,,,
2025-04-22T07:00:00+00:00,,-0.217,662.558,0.65,,,,,
2025-04-22T08:00:00+00:00,,-0.233,662.733,1.75,,,,,
2025-04-22T09:00:00+00:00,,-0.233,661.858,2.507,,,,,
2025-04-22T10:00:00+00:00,,-0.233,660.983,2.233,,,,,
2025-04-22T11:00:00+00:00,,-0.233,661.917,1.203,,,,,
2025-04-22T12:00:00+00:00,,-0.24,662.033,1.353,,,,,
2025-04-22T13:00:00+00:00,,-0.233,662.442,0.65,,,,,
2025-04-22T14:00:00+00:00,,-0.233,663.083,-0.18,,,,,
2025-04-22T15:00:00+00:00,,-0.233,663.667,-0.267,,,,,
2025-04-22T16:00:00+00:00,,-0.227,663.667,-0.43,,,,,
2025-04-22T17:00:00+00:00,,-0.233,663.375,-0.5,,,,,
2025-04-22T18:00:00+00:00,,-0.227,662.908,-0.767,,,,,
2025-04-22T19:00:00+00:00,,-0.227,663.2,-0.92,,,,,
2025-04-22T20:00:00+00:00,,-0.217,662.908,-1.633,,,,,
2025-04-22T21:00:00+00:00,,-0.233,663.083,-1.703,,,,,
2025-04-22T22:00:00+00:00,,-0.227,662.617,-1.93,,,,,
2025-04-22T23:00:00+00:00,,-0.233,662.908,-2.267,,,,,
2025-04-23T00:00:00+00:00,,-0.227,663.492,-2.61,,,,,
2025-04-23T01:00:00+00:00,,-0.233,663.083,-2.507,,,,,
2025-04-23T02:00:00+00:00,,-0.227,662.908,-2.343,,,,,
2025-04-23T03:00:00+00:00,,-0.227,662.908,-2.397,,,,,
2025-04-23T04:00:00+00:00,,-0.217,662.5,-1.553,,,,,
2025-04-23T05:00:00+00:00,,-0.227,662.617,-0.827,,,,,
2025-04-23T06:00:00+00:00,,-0.217,661.742,0.21,,,,,
2025-04-23T07:00:00+00:00,,-0.217,661.158,1.203,,,,,
2025-04-23T08:00:00+00:00,,-0.233,661.1,1.39,,,,,
2025-04-23T09:00:00+00:00,,-0.217,660.808,2.36,,,,,
2025-04-23T10:00:00+00:00,,-0.24,660.808,1.79,,,,,
2025-04-23T11:00:00+00:00,,-0.233,661.042,0.813,,,,,
2025-04-23T12:00:00+00:00,,-0.233,660.983,1.633,,,,,
2025-04-23T13:00:00+00:00,,-0.227,661.392,1.413,,,,,
2025-04-23T14:00:00+00:00,,-0.227,662.033,0.68,,,,,
2025-04-23T15:00:00+00:00,,-0.227,662.325,0.233,,,,,
2025-04-23T16:00:00+00:00,,-0.227,662.5,-0.633,,,,,
2025-04-23T17:00:00+00:00,,-0.21,662.792,-0.587,,,,,
2025-04-23T18:00:00+00:00,,-0.227,662.325,-1.023,,,,,
2025-04-23T19:00:00+00:00,,-0.227,662.208,-1.017,,,,,
2025-04-23T20:00:00+00:00,,-0.21,662.033,-1.243,,,,,
2025-04-23T21:00:00+00:00,,-0.217,661.45,-1.477,,,,,
2025-04-23T22:00:00+00:00,,-0.227,661.742,-1.657,,,,,
2025-04-23T23:00:00+00:00,,-0.227,661.917,-1.72,,,,,
2025-04-24T00:00:00+00:00,,-0.217,662.208,-1.85,,,,,
2025-04-24T01:00:00+00:00,,-0.227,661.917,-2.803,,,,,
2025-04-24T02:00:00+00:00,,-0.217,662.325,-3.093,,,,,
2025-04-24T03:00:00+00:00,,-0.217,661.625,-2.227,,,,,
2025-04-24T04:00:00+00:00,,-0.227,661.742,-1.743,,,,,
2025-04-24T05:00:00+00:00,,-0.217,661.45,-0.953,,,,,
2025-04-24T06:00:00+00:00,,-0.233,660.75,0.203,,,,,
2025-04-24T07:00:00+00:00,,-0.227,660.167,1.11,,,,,
2025-04-24T08:00:00+00:00,,-0.21,660.225,1.53,,,,,
2025-04-24T09:00:00+00:00,,-0.21,660.4,1.017,,,,,
2025-04-24T10:00:00+00:00,,-0.217,660.458,1.587,,,,,
2025-04-24T11:00:00+00:00,,-0.21,660.458,1.337,,,,,
2025-04-24T12:00:00+00:00,,-0.217,661.333,1.203,,,,,
2025-04-24T13:00:00+00:00,,-0.217,661.158,0.977,,,,,
2025-04-24T14:00:00+00:00,,-0.217,661.742,0.173,,,,,
2025-04-24T15:00:00+00:00,,-0.217,662.208,-0.39,,,,,
2025-04-24T16:00:00+00:00,,-0.227,662.908,-0.79,,,,,
2025-04-24T17:00:00+00:00,,-0.217,662.325,-1.123,,,,,
2025-04-24T18:00:00+00:00,,-0.217,662.325,-1.14,,,,,
2025-04-24T19:00:00+00:00,,-0.21,662.325,-1.297,,,,,
2025-04-24T20:00:00+00:00,,-0.227,662.325,-1.663,,,,,
2025-04-24T21:00:00+00:00,,-0.21,661.742,-2.063,,,,,
2025-04-24T22:00:00+00:00,,-0.227,661.158,-1.937,,,,,
2025-04-24T23:00:00+00:00,,-0.21,661.333,-2.04,,,,,
2025-04-25T00:00:00+00:00,,-0.227,661.917,-2.46,,,,,
2025-04-25T01:00:00+00:00,,-0.21,661.917,-2.493,,,,,
2025-04-25T02:00:00+00:00,,-0.233,662.208,-2.703,,,,,
2025-04-25T03:00:00+00:00,,-0.21,661.742,-2.147,,,,,
2025-04-25T04:00:00+00:00,,-0.227,661.625,-1.35,,,,,
2025-04-25T05:00:00+00:00,,-0.21,662.033,-0.593,,,,,
2025-04-25T06:00:00+00:00,,-0.21,661.625,0.36,,,,,
2025-04-25T07:00:00+00:00,,-0.21,661.275,1.547,,,,,
2025-04-25T08:00:00+00:00,,-0.227,660.692,2.267,,,,,
2025-04-25T09:00:00+00:00,,-0.227,660.692,2.813,,,,,
2025-04-25T10:00:00+00:00,,-0.227,660.983,3.127,,,,,
2025-04-25T11:00:00+00:00,,-0.227,660.692,4.413,,,,,
2025-04-25T12:00:00+00:00,,-0.21,660.983,3.663,,,,,
2025-04-25T13:00:00+00:00,,-0.21,661.683,2.64,,,,,
2025-04-25T14:00:00+00:00,,-0.217,661.858,1.79,,,,,
2025-04-25T15:00:00+00:00,,-0.217,662.267,1.273,,,,,
2025-04-25T16:00:00+00:00,,-0.233,662.617,0.82,,,,,
2025-04-25T17:00:00+00:00,,-0.217,662.325,0.32,,,,,
2025-04-25T18:00:00+00:00,,-0.233,662.5,0.047,,,,,
2025-04-25T19:00:00+00:00,,-0.227,662.208,-0.053,,,,,
2025-04-25T20:00:00+00:00,,-0.217,662.033,-0.303,,,,,
2025-04-25T21:00:00+00:00,,-0.217,661.742,-0.43,,,,,
2025-04-25T22:00:00+00:00,,-0.21,661.625,-0.767,,,,,
2025-04-25T23:00:00+00:00,,-0.227,661.625,-0.67,,,,,
2025-04-26T00:00:00+00:00,,-0.227,662.033,-0.89,,,,,
2025-04-26T01:00:00+00:00,,-0.227,662.5,-0.657,,,,,
2025-04-26T02:00:00+00:00,,-0.217,662.5,-0.67,,,,,
2025-04-26T03:00:00+00:00,,-0.217,663.2,-0.227,,,,,
2025-04-26T04:00:00+00:00,,-0.21,662.85,0.64,,,,,
2025-04-26T05:00:00+00:00,,-0.21,663.2,1.46,,,,,
2025-04-26T06:00:00+00:00,,-0.227,662.85,2.553,,,,,
2025-04-26T07:00:00+00:00,,-0.2,663.142,3.157,,,,,
2025-04-26T08:00:00+00:00,,-0.217,663.608,3.187,,,,,
2025-04-26T09:00:00+00:00,,-0.217,663.317,3.15,,,,,
2025-04-26T10:00:00+00:00,,-0.21,663.433,3.017,,,,,
2025-04-26T11:00:00+00:00,,-0.217,663.433,3.133,,,,,
2025-04-26T12:00:00+00:00,,-0.217,664.017,2.593,,,,,
2025-04-26T13:00:00+00:00,,-0.217,664.017,2.273,,,,,
2025-04-26T14:00:00+00:00,,-0.217,664.775,1.923,,,,,
2025-04-26T15:00:00+00:00,,-0.217,665.417,1.053,,,,,
2025-04-26T16:00:00+00:00,,-0.21,665.533,0.57,,,,,
2025-04-26T17:00:00+00:00,,-0.227,665.533,0.593,,,,,
2025-04-26T18:00:00+00:00,,-0.227,665.183,0.39,,,,,
2025-04-26T19:00:00+00:00,,-0.227,665.533,-0.017,,,,,
2025-04-26T20:00:00+00:00,,-0.227,665.125,-0.187,,,,,
2025-04-26T21:00:00+00:00,,-0.2,664.658,-0.313,,,,,
2025-04-26T22:00:00+00:00,,-0.21,665.242,-0.647,,,,,
2025-04-26T23:00:00+00:00,,-0.21,665.533,-1.04,,,,,
2025-04-27T00:00:00+00:00,,-0.217,665.708,-1.023,,,,,
2025-04-27T01:00:00+00:00,,-0.2,666.0,-0.827,,,,,
2025-04-27T02:00:00+00:00,,-0.21,666.117,-0.61,,,,,
2025-04-27T03:00:00+00:00,,-0.217,666.408,-0.233,,,,,
2025-04-27T04:00:00+00:00,,-0.227,666.817,0.5,,,,,
2025-04-27T05:00:00+00:00,,-0.217,666.817,1.43,,,,,
2025-04-27T06:00:00+00:00,,-0.2,666.992,3.07,,,,,
2025-04-27T07:00:00+00:00,,-0.21,666.408,4.46,,,,,
2025-04-27T08:00:00+00:00,,-0.2,666.525,5.413,,,,,
2025-04-27T09:00:00+00:00,,-0.21,666.525,5.587,,,,,
2025-04-27T10:00:00+00:00,,-0.217,666.233,6.197,,,,,
2025-04-27T11:00:00+00:00,,-0.217,666.7,7.54,,,,,
2025-04-27T12:00:00+00:00,,-0.217,667.4,7.18,,,,,
2025-04-27T13:00:00+00:00,,-0.2,667.692,6.447,,,,,
2025-04-27T14:00:00+00:00,,-0.21,668.275,5.83,,,,,
2025-04-27T15:00:00+00:00,,-0.21,669.033,5.337,,,,,
2025-04-27T16:00:00+00:00,,-0.233,668.742,4.703,,,,,
2025-04-27T17:00:00+00:00,,-0.21,668.567,4.007,,,,,
2025-04-27T18:00:00+00:00,,-0.2,668.742,3.407,,,,,
2025-04-27T19:00:00+00:00,,-0.21,668.858,2.89,,,,,
2025-04-27T20:00:00+00:00,,-0.21,668.567,2.377,,,,,
2025-04-27T21:00:00+00:00,,-0.2,668.625,1.743,,,,,
2025-04-27T22:00:00+00:00,,-0.217,668.625,1.483,,,,,
2025-04-27T23:00:00+00:00,,-0.217,668.45,1.103,,,,,
2025-04-28T00:00:00+00:00,,-0.2,668.917,0.79,,,,,
2025-04-28T01:00:00+00:00,,-0.217,669.325,0.61,,,,,
2025-04-28T02:00:00+00:00,,-0.217,669.5,0.93,,,,,
2025-04-28T03:00:00+00:00,,-0.2,669.15,2.04,,,,,
2025-04-28T04:00:00+00:00,,-0.21,669.442,3.313,,,,,
2025-04-28T05:00:00+00:00,,-0.227,668.858,4.353,,,,,
2025-04-28T06:00:00+00:00,,-0.2,669.033,5.743,,,,,
2025-04-28T07:00:00+00:00,,-0.217,669.325,6.657,,,,,
2025-04-28T08:00:00+00:00,,-0.21,668.45,8.053,,,,,
2025-04-28T09:00:00+00:00,,-0.21,667.983,8.797,,,,,
2025-04-28T10:00:00+00:00,,-0.2,667.867,9.407,,,,,
2025-04-28T11:00:00+00:00,,-0.217,667.692,10.047,,,,,
2025-04-28T12:00:00+00:00,,-0.2,668.275,9.883,,,,,
2025-04-28T13:00:00+00:00,,-0.2,668.45,9.353,,,,,
2025-04-28T14:00:00+00:00,,-0.2,668.567,8.413,,,,,
2025-04-28T15:00:00+00:00,,-0.21,668.742,7.367,,,,,
2025-04-28T16:00:00+00:00,,-0.21,669.15,6.733,,,,,
2025-04-28T17:00:00+00:00,,-0.21,668.858,6.04,,,,,
2025-04-28T18:00:00+00:00,,-0.2,668.858,5.43,,,,,
2025-04-28T19:00:00+00:00,,-0.217,669.033,4.867,,,,,
2025-04-28T20:00:00+00:00,,-0.2,669.325,4.29,,,,,
2025-04-28T21:00:00+00:00,,-0.217,668.742,3.733,,,,,
2025-04-28T22:00:00+00:00,,-0.2,668.567,3.367,,,,,
2025-04-28T23:00:00+00:00,,-0.2,668.275,2.923,,,,,
2025-04-29T00:00:00+00:00,,-0.2,668.567,2.593,,,,,
2025-04-29T01:00:00+00:00,,-0.21,668.742,2.36,,,,,
2025-04-29T02:00:00+00:00,,-0.2,668.742,2.697,,,,,
2025-04-29T03:00:00+00:00,,-0.217,668.45,3.423,,,,,
2025-04-29T04:00:00+00:00,,-0.2,668.45,4.273,,,,,
2025-04-29T05:00:00+00:00,,-0.2,668.45,6.25,,,,,
2025-04-29T06:00:00+00:00,,-0.2,668.158,7.203,,,,,
2025-04-29T07:00:00+00:00,,-0.21,667.4,8.563,,,,,
2025-04-29T08:00:00+00:00,,-0.21,667.4,10.023,,,,,
2025-04-29T09:00:00+00:00,,-0.2,666.992,11.023,,,,,
2025-04-29T10:00:00+00:00,,-0.2,666.7,11.83,,,,,
2025-04-29T11:00:00+00:00,,-0.21,666.7,12.57,,,,,
2025-04-29T12:00:00+00:00,,-0.217,667.575,12.203,,,,,
2025-04-29T13:00:00+00:00,,-0.2,667.692,11.523,,,,,
2025-04-29T14:00:00+00:00,,-0.2,668.275,10.353,,,,,
2025-04-29T15:00:00+00:00,,-0.21,668.275,9.173,,,,,
2025-04-29T16:00:00+00:00,,-0.21,668.742,8.367,,,,,
2025-04-29T17:00:00+00:00,,-0.2,668.742,7.633,,,,,
2025-04-29T18:00:00+00:00,,-0.2,668.567,6.913,,,,,
2025-04-29T19:00:00+00:00,,-0.2,668.858,6.297,,,,,
2025-04-29T20:00:00+00:00,,-0.21,668.742,5.947,,,,,
2025-04-29T21:00:00+00:00,,-0.21,668.45,5.273,,,,,
2025-04-29T22:00:00+00:00,,-0.2,668.158,4.937,,,,,
2025-04-29T23:00:00+00:00,,-0.2,668.45,4.453,,,,,
2025-04-30T00:00:00+00:00,,-0.21,668.45,4.023,,,,,
2025-04-30T01:00:00+00:00,,-0.21,668.45,3.9,,,,,
2025-04-30T02:00:00+00:00,,-0.21,668.858,4.173,,,,,
2025-04-30T03:00:00+00:00,,-0.21,668.858,5.22,,,,,
2025-04-30T04:00:00+00:00,,-0.2,668.858,6.47,,,,,
2025-04-30T05:00:00+00:00,,-0.21,668.45,7.773,,,,,
2025-04-30T06:00:00+00:00,,-0.193,668.567,8.867,,,,,
2025-04-30T07:00:00+00:00,,-0.21,667.867,10.353,,,,,
2025-04-30T08:00:00+00:00,,-0.21,667.867,11.367,,,,,
2025-04-30T09:00:00+00:00,,-0.21,666.992,11.937,,,,,
2025-04-30T10:00:00+00:00,,-0.2,666.525,12.547,,,,,
2025-04-30T11:00:00+00:00,,-0.2,666.233,12.627,,,,,
2025-04-30T12:00:00+00:00,,-0.2,666.408,11.923,,,,,
2025-04-30T13:00:00+00:00,,-0.2,666.992,11.547,,,,,
2025-04-30T14:00:00+00:00,,-0.2,666.992,10.493,,,,,
2025-04-30T15:00:00+00:00,,-0.2,667.108,9.703,,,,,
2025-04-30T16:00:00+00:00,,-0.21,668.45,8.813,,,,,
2025-04-30T17:00:00+00:00,,-0.2,667.867,8.07,,,,,
2025-04-30T18:00:00+00:00,,-0.2,667.283,7.9,,,,,
2025-04-30T19:00:00+00:00,,-0.2,666.817,7.39,,,,,
2025-04-30T20:00:00+00:00,,-0.21,666.408,6.743,,,,,
2025-04-30T21:00:00+00:00,,-0.2,666.525,6.203,,,,,
2025-04-30T22:00:00+00:00,,-0.21,666.408,5.773,,,,,
2025-04-30T23:00:00+00:00,,-0.2,666.117,5.43,,,,,
2025-05-01T00:00:00+00:00,,-0.2,666.233,4.947,,,,,
2025-05-01T01:00:00+00:00,,-0.2,666.233,4.813,,,,,
2025-05-01T02:00:00+00:00,,-0.193,666.7,5.14,,,,,
2025-05-01T03:00:00+00:00,,-0.2,666.233,5.71,,,,,
2025-05-01T04:00:00+00:00,,-0.21,666.233,6.297,,,,,
2025-05-01T05:00:00+00:00,,-0.193,666.233,7.483,,,,,
2025-05-01T06:00:00+00:00,,-0.21,665.942,9.203,,,,,
2025-05-01T07:00:00+00:00,,-0.2,665.475,9.733,,,,,
2025-05-01T08:00:00+00:00,,-0.193,665.358,9.423,,,,,
2025-05-01T09:00:00+00:00,,-0.193,663.9,9.337,,,,,
2025-05-01T10:00:00+00:00,,-0.193,664.308,9.757,,,,,
2025-05-01T11:00:00+00:00,,-0.2,664.483,9.493,,,,,
2025-05-01T12:00:00+00:00,,-0.193,665.358,8.837,,,,,
2025-05-01T13:00:00+00:00,,-0.2,665.767,8.023,,,,,
2025-05-01T14:00:00+00:00,,-0.2,666.117,7.633,,,,,
2025-05-01T15:00:00+00:00,,-0.193,666.408,6.923,,,,,
2025-05-01T16:00:00+00:00,,-0.2,666.117,6.08,,,,,
2025-05-01T17:00:00+00:00,,-0.2,665.65,5.797,,,,,
2025-05-01T18:00:00+00:00,,-0.2,665.358,5.453,,,,,
2025-05-01T19:00:00+00:00,,-0.2,665.183,5.007,,,,,
2025-05-01T20:00:00+00:00,,-0.2,664.892,5.007,,,,,
2025-05-01T21:00:00+00:00,,-0.193,665.183,4.65,,,,,
2025-05-01T22:00:00+00:00,,-0.2,664.775,4.337,,,,,
2025-05-01T23:00:00+00:00,,-0.2,664.192,4.047,,,,,
2025-05-02T00:00:00+00:00,,-0.2,664.483,3.733,,,,,
2025-05-02T01:00:00+00:00,,-0.2,664.483,3.36,,,,,
2025-05-02T02:00:00+00:00,,-0.193,664.775,3.593,,,,,
2025-05-02T03:00:00+00:00,,-0.2,664.892,3.697,,,,,
2025-05-02T04:00:00+00:00,,-0.21,664.6,4.11,,,,,
2025-05-02T05:00:00+00:00,,-0.2,664.775,5.32,,,,,
2025-05-02T06:00:00+00:00,,-0.193,664.483,6.197,,,,,
2025-05-02T07:00:00+00:00,,-0.193,663.725,6.733,,,,,
2025-05-02T08:00:00+00:00,,-0.187,663.725,7.03,,,,,
2025-05-02T09:00:00+00:00,,-0.2,663.317,7.57,,,,,
2025-05-02T10:00:00+00:00,,-0.2,663.9,7.08,,,,,
2025-05-02T11:00:00+00:00,,-0.187,664.483,6.243,,,,,
2025-05-02T12:00:00+00:00,,-0.2,664.775,4.89,,,,,
2025-05-02T13:00:00+00:00,,-0.2,664.775,4.383,,,,,
2025-05-02T14:00:00+00:00,,-0.193,664.483,4.04,,,,,
2025-05-02T15:00:00+00:00,,-0.193,665.067,3.937,,,,,
2025-05-02T16:00:00+00:00,,-0.2,665.475,3.453,,,,,
2025-05-02T17:00:00+00:00,,-0.177,665.767,3.11,,,,,
2025-05-02T18:00:00+00:00,,-0.2,665.767,2.78,,,,,
2025-05-02T19:00:00+00:00,,-0.187,666.117,2.5,,,,,
2025-05-02T20:00:00+00:00,,-0.187,665.767,2.173,,,,,
2025-05-02T21:00:00+00:00,,-0.2,665.242,1.86,,,,,
2025-05-02T22:00:00+00:00,,-0.177,665.825,1.367,,,,,
2025-05-02T23:00:00+00:00,,-0.2,665.533,0.797,,,,,
2025-05-03T00:00:00+00:00,,-0.2,665.417,0.0,,,,,
2025-05-03T01:00:00+00:00,,-0.193,665.242,-0.493,,,,,
2025-05-03T02:00:00+00:00,,-0.193,665.708,-0.397,,,,,
2025-05-03T03:00:00+00:00,,-0.177,665.533,-0.767,,,,,
2025-05-03T04:00:00+00:00,,-0.187,666.117,0.413,,,,,
2025-05-03T05:00:00+00:00,,-0.193,666.233,1.14,,,,,
2025-05-03T06:00:00+00:00,,-0.2,666.117,2.103,,,,,
2025-05-03T07:00:00+00:00,,-0.2,665.767,4.233,,,,,
2025-05-03T08:00:00+00:00,,-0.187,666.117,5.33,,,,,
2025-05-03T09:00:00+00:00,,-0.187,665.475,5.93,,,,,
2025-05-03T10:00:00+00:00,,-0.193,665.767,6.523,,,,,
2025-05-03T11:00:00+00:00,,-0.187,666.233,7.547,,,,,
2025-05-03T12:00:00+00:00,,-0.17,666.7,8.33,,,,,
2025-05-03T13:00:00+00:00,,-0.163,666.233,8.21,,,,,
2025-05-03T14:00:00+00:00,,-0.14,667.108,7.343,,,,,
2025-05-03T15:00:00+00:00,,-0.117,667.4,6.47,,,,,
2025-05-03T16:00:00+00:00,,-0.077,667.4,5.767,,,,,
2025-05-03T17:00:00+00:00,,-0.077,666.992,4.89,,,,,
2025-05-03T18:00:00+00:00,,-0.07,666.525,4.25,,,,,
2025-05-03T19:00:00+00:00,,-0.077,666.992,3.673,,,,,
2025-05-03T20:00:00+00:00,,-0.06,666.992,3.14,,,,,
2025-05-03T21:00:00+00:00,,-0.047,666.408,2.913,,,,,
2025-05-03T22:00:00+00:00,,-0.047,666.525,2.383,,,,,
2025-05-03T23:00:00+00:00,,-0.047,666.117,1.97,,,,,
2025-05-04T00:00:00+00:00,,-0.037,666.408,1.953,,,,,
2025-05-04T01:00:00+00:00,,-0.053,666.525,1.773,,,,,
2025-05-04T02:00:00+00:00,,-0.047,666.408,2.08,,,,,
2025-05-04T03:00:00+00:00,,-0.037,666.408,2.633,,,,,
2025-05-04T04:00:00+00:00,,-0.037,666.525,3.64,,,,,
2025-05-04T05:00:00+00:00,,-0.023,666.408,5.36,,,,,
2025-05-04T06:00:00+00:00,,0.023,665.942,6.593,,,,,
2025-05-04T07:00:00+00:00,,0.05,665.475,7.57,,,,,
2025-05-04T08:00:00+00:00,,0.313,665.358,8.78,,,,,
2025-05-04T09:00:00+00:00,728.067,1.033,665.067,9.087,63.0,77.22950000000003,2.110294429165867,1.4772061004161068,2.743382757915627
2025-05-04T10:00:00+00:00,729.467,1.493,665.067,9.58,64.39999999999998,78.62950000000001,2.2312390483234332,1.561867333826403,2.900610762820463
2025-05-04T11:00:00+00:00,731.742,1.627,665.183,10.25,66.55899999999997,80.7885,2.425750363617992,1.6980252545325942,3.1534754727033896
2025-05-04T12:00:00+00:00,732.15,1.3,664.892,10.553,67.25799999999992,81.48749999999995,2.490828015389044,1.7435796107723307,3.2380764200057572
2025-05-04T13:00:00+00:00,730.867,0.993,665.183,10.173,65.68399999999997,79.9135,2.3457411753853683,1.6420188227697576,3.0494635280009788
2025-05-04T14:00:00+00:00,729.758,0.65,665.65,9.203,64.10800000000006,78.33750000000009,2.2056788947816846,1.543975226347179,2.8673825632161902
2025-05-04T15:00:00+00:00,729.058,0.36,665.65,8.127,63.408000000000015,77.63750000000005,2.145123400580948,1.5015863804066634,2.788660420755232
2025-05-04T16:00:00+00:00,728.067,0.26,665.942,7.267,62.125,76.35450000000003,2.0367515735521025,1.4257261014864717,2.647777045617733
2025-05-04T17:00:00+00:00,727.075,0.203,665.767,6.553,61.30799999999999,75.53750000000002,1.9694935386017942,1.378645477021256,2.5603416001823325
2025-05-04T18:00:00+00:00,726.667,0.167,665.475,6.14,61.19200000000001,75.42150000000004,1.9600538918799404,1.3720377243159583,2.5480700594439227
2025-05-04T19:00:00+00:00,725.383,0.11,665.475,5.68,59.908000000000015,74.13750000000005,1.8573799311415213,1.300165951799065,2.414593910483978
2025-05-04T20:00:00+00:00,724.683,0.127,665.183,5.133,59.5,73.72950000000003,1.825447334111157,1.2778131338778098,2.373081534344504
2025-05-04T21:00:00+00:00,723.925,0.11,665.183,4.297,58.74199999999996,72.97149999999999,1.7670023537690738,1.2369016476383516,2.297103059899796
2025-05-04T22:00:00+00:00,723.108,0.11,664.6,4.11,58.507999999999925,72.73749999999995,1.7491903666851623,1.2244332566796134,2.273947476690711
2025-05-04T23:00:00+00:00,722.817,0.103,664.6,3.813,58.21699999999999,72.44650000000001,1.7271906325003699,1.209033442750259,2.245347822250481
2025-05-05T00:00:00+00:00,722.7,0.11,664.483,3.4,58.2170000000001,72.44650000000013,1.7271906325003785,1.209033442750265,2.2453478222504923
2025-05-05T01:00:00+00:00,723.108,0.103,664.483,3.43,58.625,72.85450000000003,1.758082807875549,1.2306579655128842,2.285507650238214
2025-05-05T02:00:00+00:00,723.225,0.11,665.067,3.64,58.158000000000015,72.38750000000005,1.722750590074082,1.2059254130518573,2.239575767096307
2025-05-05T03:00:00+00:00,724.217,0.173,664.775,4.453,59.44200000000001,73.67150000000004,1.820934885096867,1.274654419567807,2.3672153506259273
2025-05-05T04:00:00+00:00,724.8,0.353,664.892,5.273,59.9079999999999,74.13749999999993,1.8573799311415125,1.3001659517990587,2.4145939104839664
2025-05-05T05:00:00+00:00,725.092,0.79,664.775,6.297,60.31700000000001,74.54650000000004,1.8897252965043165,1.3228077075530216,2.4566428854556115
2025-05-05T06:00:00+00:00,726.083,1.47,664.308,7.657,61.77499999999998,76.00450000000001,2.007772307068154,1.405440614947708,2.6101039991886004
2025-05-05T07:00:00+00:00,729.35,1.83,664.483,8.5,64.86700000000008,79.0965000000001,2.272486141795486,1.59074029925684,2.9542319843341316
2025-05-05T08:00:00+00:00,732.15,1.743,663.9,9.18,68.25,82.47950000000003,2.584967142761787,1.8094769999332507,3.360457285590323
2025-05-05T09:00:00+00:00,735.008,1.393,664.017,10.087,70.99099999999999,85.22050000000002,2.8560794379991576,1.9992556065994103,3.7129032693989052
2025-05-05T10:00:00+00:00,738.1,1.08,663.725,10.267,74.375,88.60450000000003,3.2134533680691373,2.249417357648396,4.177489378489879
2025-05-05T11:00:00+00:00,741.775,0.673,664.192,10.47,77.58299999999997,91.8125,3.5758724334912757,2.503110703443893,4.6486341635386585
2025-05-05T12:00:00+00:00,739.5,0.587,664.192,10.367,75.30799999999999,89.53750000000002,3.316462287751406,2.321523601425984,4.311400974076828
2025-05-05T13:00:00+00:00,738.392,0.58,664.6,9.953,73.79200000000003,88.02150000000006,3.150075500662839,2.205052850463987,4.09509815086169
2025-05-05T14:00:00+00:00,736.233,0.487,664.892,9.257,71.3409999999999,85.57049999999992,2.8918722357758067,2.0243105650430646,3.7594339065085487
